,item,itemLabel,itemDescription,drugs,drugsLabel
1870,http://www.wikidata.org/entity/Q8778538,obsessive–compulsive spectrum,model of medical classification,,
1871,http://www.wikidata.org/entity/Q18967584,obsolete disorganized type schizophrenia chronic state,human disease,,
1872,http://www.wikidata.org/entity/Q16606552,obstructive sleep apnea,obstruction of the upper airway during sleep,,
1873,http://www.wikidata.org/entity/Q55784187,occipital pachygyria and polymicrogyria,human disease,,
1874,http://www.wikidata.org/entity/Q1200839,oculocerebrorenal syndrome,Human disease,,
1875,http://www.wikidata.org/entity/Q8015448,oculophilia,alleged eyeball-licking fetish,,
1876,http://www.wikidata.org/entity/Q55782159,oculorenocerebellar syndrome,human disease,,
1877,http://www.wikidata.org/entity/Q1939091,olfactophilia,,,
1878,http://www.wikidata.org/entity/Q4386741,olfactory reference syndrome,False belief that you emit unpleasant body odours,,
1879,http://www.wikidata.org/entity/Q11797958,oligologia,,,
1880,http://www.wikidata.org/entity/Q10350580,ombrophobia,,,
1881,http://www.wikidata.org/entity/Q55781473,"omphalocele syndrome, Shprintzen-Goldberg type",,,
1882,http://www.wikidata.org/entity/Q48638973,oneirism,state of abnormal consciousness in which dream-like experiences and hallucinations happen while awake,,
1883,http://www.wikidata.org/entity/Q1544517,oneiroid syndrome,dream-like fantastic delusional state (psychopathological syndrome),,
1884,http://www.wikidata.org/entity/Q1419434,oneirophrenia,acute schizophrenia-like psychotic disorder in which hallucinations and dream-like state are the main clinical features,,
1885,http://www.wikidata.org/entity/Q606624,oniomania,obsession with shopping and buying behavior that causes adverse consequences,,
1886,http://www.wikidata.org/entity/Q596505,ophidiophobia,Irrational fear of snakes,,
1887,http://www.wikidata.org/entity/Q55781307,ophthalmoplegia-intellectual disability-lingua scrotalis syndrome,human disease,,
1888,http://www.wikidata.org/entity/Q18555117,opiate dependence,drug dependence that involves the continued use of opiate drugs despite despite problems related to use of the substance,"['http://www.wikidata.org/entity/Q409587', 'http://www.wikidata.org/entity/Q27287577', 'http://www.wikidata.org/entity/Q407721', 'http://www.wikidata.org/entity/Q4353252', 'http://www.wikidata.org/entity/Q411799', 'http://www.wikidata.org/entity/Q179996', 'http://www.wikidata.org/entity/Q27292429', 'http://www.wikidata.org/entity/Q282902']","['naltrexone', 'levomethadyl', 'buprenorphine', 'nalmefene', 'levomethadyl acetate', '(RS)-methadone', 'clonidine hydrochloride', 'naloxone']"
1889,http://www.wikidata.org/entity/Q61861225,opioid induced endocrinopathy,,,
1890,http://www.wikidata.org/entity/Q17154378,opioid overdose,acute medical condition due to excessive use of opioids and related substance,['http://www.wikidata.org/entity/Q282902'],['naloxone']
1891,http://www.wikidata.org/entity/Q1639178,opioid use disorder,substance abuse disorder that involves the recurring use of opioid drugs despite negative consequences,['http://www.wikidata.org/entity/Q407721'],['buprenorphine']
1892,http://www.wikidata.org/entity/Q2026920,opioid withdrawal syndrome,Withdrawal symptoms of opiates,,
1893,http://www.wikidata.org/entity/Q67085655,opioid-related disorders,disorders related to or resulting from abuse or misuse of opioids,,
1894,http://www.wikidata.org/entity/Q102245543,opium addiction,disease caused by a long-lasting consumption of opium,,
1895,http://www.wikidata.org/entity/Q48968805,oppai slash,"fetishism of a band (such as that of an automobile shoulder harness, sash or shoulder bag) passing between the wearer's breasts",,
1896,http://www.wikidata.org/entity/Q1328833,oppositional defiant disorder,human disorder involving hostility and defiance,"['http://www.wikidata.org/entity/Q27292429', 'http://www.wikidata.org/entity/Q412443', 'http://www.wikidata.org/entity/Q407972']","['clonidine hydrochloride', 'risperidone', 'chlorpromazine']"
1897,http://www.wikidata.org/entity/Q55784781,optic atrophy-intellectual disability syndrome,human disease,,
1898,http://www.wikidata.org/entity/Q10611039,oral galvanism,medical condition,,
1899,http://www.wikidata.org/entity/Q113360747,oral substance abuse,"abuse, overuse or misuse of a substance by ingestion",,
1900,http://www.wikidata.org/entity/Q2030018,organ neurosis,,,
1901,http://www.wikidata.org/entity/Q2870714,organic anxiety disorder,human disease,,
1902,http://www.wikidata.org/entity/Q360341,organic brain syndrome,syndrome or disorder of mental function whose cause is alleged to be known as organic (physiologic) rather than purely of the mind,,
1903,http://www.wikidata.org/entity/Q10687207,organic or symptomatic mental disorder,,,
1904,http://www.wikidata.org/entity/Q3449191,organic personality disorder,mental disorder,,
1905,http://www.wikidata.org/entity/Q2172144,organic psychosis,,,
1906,http://www.wikidata.org/entity/Q7458756,orgasmic anhedonia,condition in which an individual cannot feel pleasure from an orgasm,,
1907,http://www.wikidata.org/entity/Q10611388,orgasmic dysfunction,orgasm either does not occur or is markedly delayed,,
1908,http://www.wikidata.org/entity/Q3043161,ornithine carbamoyltransferase deficiency,urea cycle disorder that involves a mutated and ineffective form of the enzyme ornithine transcarbamylase,,
1909,http://www.wikidata.org/entity/Q619261,ornithophobia,irrational fear of birds,,
1910,http://www.wikidata.org/entity/Q2858959,orofacial apraxia,,,
1911,http://www.wikidata.org/entity/Q3508783,oral-facial-digital syndrome,"genetic disease that is characterized by malformations of the face, oral cavity, and digits with polycystic kidney disease and variable involvement of the central nervous system and has material basis in X-linked inheritance of an OFD gene",,
1912,http://www.wikidata.org/entity/Q1334368,orthorexia nervosa,proposed eating disorder characterized by an excessive preoccupation with eating healthy food,,
1913,http://www.wikidata.org/entity/Q55788500,ossification anomalies-psychomotor developmental delay syndrome,"Ossification anomalies-psychomotor developmental delay syndrome is characterised by hypomineralisation of the cranial bones, thoracic dystrophy, hypotonia, and abnormal and slender long bones due to an alteration in remodelling during ossification",,
1914,http://www.wikidata.org/entity/Q55782182,osteopenia-intellectual disability-sparse hair syndrome,,,
1915,http://www.wikidata.org/entity/Q55788743,osteopenia-myopia-hearing loss-intellectual disability-facial dysmorphism syndrome,,,
1916,http://www.wikidata.org/entity/Q32136402,osteoporosis-pseudoglioma syndrome,Osteoporosis pseudoglioma syndrome is a very rare autosomal recessive disorder characterized by congenital or infancy-onset blindness and severe juvenile-onset osteoporosis and spontaneous fractures,,
1917,http://www.wikidata.org/entity/Q28402671,ostraconophobia,fear of shellfish,,
1918,http://www.wikidata.org/entity/Q9385429,overactive disorder associated with mental retardation and stereotyped movements,disease,,
1919,http://www.wikidata.org/entity/Q18385717,overgeneral autobiographical memory,medical condition,,
1920,http://www.wikidata.org/entity/Q55782834,pachygyria-intellectual disability-epilepsy syndrome,,,
1921,http://www.wikidata.org/entity/Q3288182,pagophagia,Eating disorder characterized by the compulsive consumption of ice or iced drinks,,
1922,http://www.wikidata.org/entity/Q2868696,pain agnosia,agnosia that is a loss of the ability to perceive and process pain,,
1923,http://www.wikidata.org/entity/Q3297888,pain disorder,"somatoform disorder that involves chronic pain in one or more areas, and is thought to be caused by psychological stress.",,
1924,http://www.wikidata.org/entity/Q55784977,palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,human disease,,
1925,http://www.wikidata.org/entity/Q696490,panic attack,period of intense fear or apprehension of sudden onset,,
1926,http://www.wikidata.org/entity/Q741713,panic disorder,Anxiety disorder characterized by reoccurring unexpected panic attacks,"['http://www.wikidata.org/entity/Q414796', 'http://www.wikidata.org/entity/Q408471', 'http://www.wikidata.org/entity/Q418361', 'http://www.wikidata.org/entity/Q3180288', 'http://www.wikidata.org/entity/Q407988', 'http://www.wikidata.org/entity/Q407617', 'http://www.wikidata.org/entity/Q423364', 'http://www.wikidata.org/entity/Q58396', 'http://www.wikidata.org/entity/Q409236', 'http://www.wikidata.org/entity/Q210402', 'http://www.wikidata.org/entity/Q58713', 'http://www.wikidata.org/entity/Q422244', 'http://www.wikidata.org/entity/Q319877']","['temazepam', 'paroxetine', 'maprotiline', 'nordazepam', 'clonazepam', 'sertraline', 'propranolol', 'imipramine', 'fluvoxamine', 'diazepam', 'clomipramine', 'fluoxetine', 'alprazolam']"
1927,http://www.wikidata.org/entity/Q1436162,pantothenate kinase-associated neurodegeneration,A neurodegeneration with brain iron accumulation that has_material_basis_in autosomal recessive inheritance of mutation in the PANK2 gene on chromosome 20p13.,,
1928,http://www.wikidata.org/entity/Q25448996,paradoxical vocal cord motion disorder,,,
1929,http://www.wikidata.org/entity/Q7134645,paragrammatism,inability to form grammatically correct sentences,,
1930,http://www.wikidata.org/entity/Q2051550,paralexia,Reading disability,,
1931,http://www.wikidata.org/entity/Q16580457,paralogical thinking,,,
1932,http://www.wikidata.org/entity/Q1229994,paranoia,"thought process believed to be heavily influenced by anxiety or fear, often to the point of delusion and irrationality",,
1933,http://www.wikidata.org/entity/Q4344979,paranoiac syndrome,,,
1934,http://www.wikidata.org/entity/Q57756307,paranoial delusion,delusion caused by paranoia,,
1935,http://www.wikidata.org/entity/Q28914244,paranoial schizophrenia,subtype of schizophrenia defined in Russia,,
1936,http://www.wikidata.org/entity/Q3043347,paranoid delusion,mental disorder,,
1937,http://www.wikidata.org/entity/Q747735,paranoid personality disorder,"mental disorder characterized by paranoia and a pervasive, long-standing suspiciousness and generalized mistrust of others",,
1938,http://www.wikidata.org/entity/Q3043345,paranoid psychosis,,,
1939,http://www.wikidata.org/entity/Q2606101,paranoid schizophrenia,"schizophrenia that involves delusions or auditory hallucinations of persecution or being plotted against without thought disorder, disorganized behavior, or affective flattening",['http://www.wikidata.org/entity/Q423809'],['(E)-chlorprothixene']
1940,http://www.wikidata.org/entity/Q55011952,paranoid state,human disease,,
1941,http://www.wikidata.org/entity/Q4344975,paranoid syndrome,psychopathological syndrome (constellation of signs and symptoms of a mental disorders),,
1942,http://www.wikidata.org/entity/Q55011886,paranoid type schizophrenia chronic state with acute exacerbation,human disease,,
1943,http://www.wikidata.org/entity/Q55011547,paranoid type schizophrenia in remission,human disease,,
1944,http://www.wikidata.org/entity/Q55011557,paranoid type schizophrenia subchronic state with acute exacerbation,human disease,,
1945,http://www.wikidata.org/entity/Q512942,paraphasia,"language output error commonly associated with aphasia, and characterized by the production of unintended syllables, words, or phrases during the effort to speak",,
1946,http://www.wikidata.org/entity/Q178059,paraphilia,"experience of intense sexual arousal to atypical objects, situations, or individuals",,
1947,http://www.wikidata.org/entity/Q181757,paraphilic infantilism,sexual fetish that involves role-playing a regression to an infant-like state,,
1948,http://www.wikidata.org/entity/Q2476251,paraphrenia,human disease,,
1949,http://www.wikidata.org/entity/Q55782585,paraplegia-intellectual disability-hyperkeratosis syndrome,,,
1950,http://www.wikidata.org/entity/Q559869,parasomnia,category of sleep disorders,,
1951,http://www.wikidata.org/entity/Q2051906,parathymia,,,
1952,http://www.wikidata.org/entity/Q18553278,parenchymatous neurosyphilis,Human disease,,
1953,http://www.wikidata.org/entity/Q104603192,parental mental illness,occurence of mental illness in parents,,
1954,http://www.wikidata.org/entity/Q55346006,parkinsonism due to ATP13A2 deficiency,human disease,,
1955,http://www.wikidata.org/entity/Q3366838,partialism,Attraction on the basis of sexual desire toward non-genital anatomy,,
1956,http://www.wikidata.org/entity/Q1335831,paruresis,Shy bladder syndrome,,
1957,http://www.wikidata.org/entity/Q28823477,passive–aggressive personality disorder,"personality disorder characterized by procrastination, covert obstructionism, inefficiency and stubbornness",,
1958,http://www.wikidata.org/entity/Q55786422,paternal 14q32.2 hypomethylation syndrome,human disease,,
1959,http://www.wikidata.org/entity/Q55786420,paternal 14q32.2 microdeletion syndrome,human disease,,
1960,http://www.wikidata.org/entity/Q748309,pathological gambling,urge to continuously gamble despite harmful negative consequences or a desire to stop,,
1961,http://www.wikidata.org/entity/Q4346962,pathological intoxication,extraordinary severe response to alcohol,,
1962,http://www.wikidata.org/entity/Q370098,pathological lying,behavior of habitual or compulsive lying,,
1963,http://www.wikidata.org/entity/Q3373897,pecattiphilia,,,
1964,http://www.wikidata.org/entity/Q8388,pedophilia,paraphilia characterized by a sexual attraction to prepubescent children,,
1965,http://www.wikidata.org/entity/Q98138044,penile dysmorphic disorder,,,
1966,http://www.wikidata.org/entity/Q3458171,penis-shrinker,imaginary African sorcerer,,
1967,http://www.wikidata.org/entity/Q6159040,perception of English /r/ and /l/ by Japanese speakers,japanese-language speakers' perception of English consonants,,
1968,http://www.wikidata.org/entity/Q20494879,performance anxiety,anxiety related to the execution of a task,,
1969,http://www.wikidata.org/entity/Q13038909,periodic limb movement disorder,sleep disorder that involves involuntary limb movement during sleep,,
1970,http://www.wikidata.org/entity/Q1707008,perionychophagia,,,
1971,http://www.wikidata.org/entity/Q1132536,persecutory delusion,delusion involving perception of persecution,,
1972,http://www.wikidata.org/entity/Q1499171,perseveration,"persistent repetition of previously used phrases, words or details (psychopathological symptom)",,
1973,http://www.wikidata.org/entity/Q55014084,persistent disorder of initiating or maintaining sleep,human disease,,
1974,http://www.wikidata.org/entity/Q55014074,persistent disorder of initiating or maintaining wakefulness,human disease,,
1975,http://www.wikidata.org/entity/Q3525894,personality changes,,,
1976,http://www.wikidata.org/entity/Q430947,personality development disorder,form of development disorder,,
1977,http://www.wikidata.org/entity/Q270673,personality disorder,maladaptive patterns of behavior,"['http://www.wikidata.org/entity/Q412443', 'http://www.wikidata.org/entity/Q408535', 'http://www.wikidata.org/entity/Q411188']","['risperidone', 'quetiapine', 'aripiprazole']"
1978,http://www.wikidata.org/entity/Q2540067,personality disorder not otherwise specified,medical condition,,
1979,http://www.wikidata.org/entity/Q6691991,pervasive developmental disorder,range of neurodevelopmental conditions,['http://www.wikidata.org/entity/Q412443'],['risperidone']
1980,http://www.wikidata.org/entity/Q7171237,pervasive refusal syndrome,Hypothesized pediatric mental disorder,,
1981,http://www.wikidata.org/entity/Q22162415,phallophobia,fear of the erect penis or excessive aversion to masculinity,,
1982,http://www.wikidata.org/entity/Q55785878,phenobarbital embryopathy,"#64257;nger hypoplasia, brachydactyly and hypospadias have been reported in rare cases",,
1983,http://www.wikidata.org/entity/Q175854,phobia,an anxiety disorder defined by a persistent and excessive fear of an object or situation,,
1984,http://www.wikidata.org/entity/Q1688222,phonagnosia,agnosia that is a loss of the ability to recognize familiar voices,,
1985,http://www.wikidata.org/entity/Q10497677,phonasthenia,,,
1986,http://www.wikidata.org/entity/Q7187290,phonological dyslexia,,,
1987,http://www.wikidata.org/entity/Q55782468,phosphoribosylpyrophosphate synthetase superactivity,human disease,,
1988,http://www.wikidata.org/entity/Q66296097,physiological sexual dysfunction,"physiological disturbances in normal sexual performance, in either the male or the female",,
1989,http://www.wikidata.org/entity/Q1134891,pica,eating disorder,,
1990,http://www.wikidata.org/entity/Q1152737,piquerism,sexual interest in penetrating another person's skin,,
1991,http://www.wikidata.org/entity/Q1639827,poly drug use,act of using multiple substances to achieve a desired effect,,
1992,http://www.wikidata.org/entity/Q55784852,polyendocrine-polyneuropathy syndrome,human disease,,
1993,http://www.wikidata.org/entity/Q55783974,polymicrogyria with optic nerve hypoplasia,human disease,,
1994,http://www.wikidata.org/entity/Q55787018,polymicrogyria-turricephaly-hypogenitalism syndrome,human disease,,
1995,http://www.wikidata.org/entity/Q653267,polyphagia,excessive hunger or increased appetite,,
1996,http://www.wikidata.org/entity/Q102186530,poor enunciation,symptom,,
1997,http://www.wikidata.org/entity/Q1319971,pornography addiction,compulsive sexual behaviour driven by use of pornography,,
1998,http://www.wikidata.org/entity/Q18413651,post ICU amnesia,amnesia following intensive care unit  hospitalization,,
1999,http://www.wikidata.org/entity/Q1069589,post-chemotherapy cognitive impairment,impairment that can result from chemotherapy treatment,,
2000,http://www.wikidata.org/entity/Q2581333,post-concussion syndrome,organic brain syndrome that occurs following head trauma (i.e. concussion),,
2001,http://www.wikidata.org/entity/Q3208285,post-schizophrenic depression,"depressive episode, arising in the aftermath of a schizophrenic psychosis",,
2002,http://www.wikidata.org/entity/Q2106329,post-traumatic embitterment disorder,"proposed disorder of a pathological reaction to a negative life event, causing embitterment, anger, fury, hatred and revenge fantasies",,
2003,http://www.wikidata.org/entity/Q3664169,post-traumatic headache,,,
2004,http://www.wikidata.org/entity/Q202387,post-traumatic stress disorder,mental disorder that developed after experiencing or witnessig a terrifying or life-threatening event,"['http://www.wikidata.org/entity/Q412443', 'http://www.wikidata.org/entity/Q410346', 'http://www.wikidata.org/entity/Q221174', 'http://www.wikidata.org/entity/Q410412', 'http://www.wikidata.org/entity/Q411188', 'http://www.wikidata.org/entity/Q152763', 'http://www.wikidata.org/entity/Q407617', 'http://www.wikidata.org/entity/Q416632', 'http://www.wikidata.org/entity/Q420885', 'http://www.wikidata.org/entity/Q898407', 'http://www.wikidata.org/entity/Q425296', 'http://www.wikidata.org/entity/Q423757', 'http://www.wikidata.org/entity/Q319877', 'http://www.wikidata.org/entity/Q407988', 'http://www.wikidata.org/entity/Q422244', 'http://www.wikidata.org/entity/Q408471', 'http://www.wikidata.org/entity/Q411932', 'http://www.wikidata.org/entity/Q409672', 'http://www.wikidata.org/entity/Q408535', 'http://www.wikidata.org/entity/Q2936421']","['risperidone', 'lamotrigine', 'topiramate', 'carbamazepin', 'aripiprazole', 'lithium compounds', 'sertraline', 'nefazodone', 'tranylcypromine', 'venlafaxine', 'prazosin', 'escitalopram', 'alprazolam', 'clonazepam', 'fluoxetine', 'paroxetine', '(S)-duloxetine', '(RS)-citalopram', 'quetiapine', 'Cannabis indica']"
2005,http://www.wikidata.org/entity/Q3508787,postencephalitic Parkinson disease,"A disease believed to be caused by a viral illness that triggers degeneration of the nerve cells in the substantia nigra. Overall, this degeneration leads to clinical parkinsonism.",['http://www.wikidata.org/entity/Q337188'],['L-scopolamine']
2006,http://www.wikidata.org/entity/Q2357690,postencephalitic syndrome,,,
2007,http://www.wikidata.org/entity/Q55345797,posterior column ataxia-retinitis pigmentosa syndrome,Posterior column ataxia - retinitis pigmentosa is characterized by the association of progressive sensory ataxia and retinitis pigmentosa,,
2008,http://www.wikidata.org/entity/Q56298078,posterior fossa syndrome,,,
2009,http://www.wikidata.org/entity/Q30913551,postictal psychosis,,,
2010,http://www.wikidata.org/entity/Q55345893,postnatal microcephaly-infantile hypotonia-spastic diplegia-dysarthria-intellectual disability syndrome,human disease,,
2011,http://www.wikidata.org/entity/Q956181,postoperative cognitive dysfunction,cognitive impairment or functional decline after a surgical procedure,,
2012,http://www.wikidata.org/entity/Q935129,postpartum depression,"endogenous depression that involves intense, sustained and sometimes disabling depression experienced by women after giving birth","['http://www.wikidata.org/entity/Q411932', 'http://www.wikidata.org/entity/Q407617']","['(S)-duloxetine', 'sertraline']"
2013,http://www.wikidata.org/entity/Q2339132,postpartum psychosis,Peurperal psychosis,,
2014,http://www.wikidata.org/entity/Q1246099,posttraumatic stress disorder in children and teens,,,
2015,http://www.wikidata.org/entity/Q7235099,potomania,hypo-osmolality syndrome related to massive consumption of beer,,
2016,http://www.wikidata.org/entity/Q55787017,preaxial polydactyly-colobomata-intellectual disability syndrome,,,
2017,http://www.wikidata.org/entity/Q55011592,predominant disturbance of consciousness,human disease,,
2018,http://www.wikidata.org/entity/Q55014429,predominant disturbance of emotions,human disease,,
2019,http://www.wikidata.org/entity/Q7239873,pregaming,process of getting drunk prior to going out socializing,,
2020,http://www.wikidata.org/entity/Q2108373,pregorexia,,,
2021,http://www.wikidata.org/entity/Q319312,premature ejaculation,ejaculation and climax soon after initiating sexual activity,['http://www.wikidata.org/entity/Q27290682'],['dapoxetine hydrochloride']
2022,http://www.wikidata.org/entity/Q2728811,premenstrual dysphoric disorder,depressive disorder,,
2023,http://www.wikidata.org/entity/Q7240522,prenatal cocaine exposure,exposure of a fetus to cocaine when a pregnant woman uses the drug,,
2024,http://www.wikidata.org/entity/Q10638540,prepsychosis,,,
2025,http://www.wikidata.org/entity/Q7240713,presbylarynx,,,
2026,http://www.wikidata.org/entity/Q30913386,presbyophrenia,,,
2027,http://www.wikidata.org/entity/Q19936090,presenile dementia,,,
2028,http://www.wikidata.org/entity/Q7241734,pressure of speech,"tendency to speak rapidly and frenziedly, as if motivated by an urgency not apparent to the listener",,
2029,http://www.wikidata.org/entity/Q55790499,primary central sleep apnea syndrome,human disease,,
2030,http://www.wikidata.org/entity/Q18558090,primary cerebellar degeneration,Human disease,,
2031,http://www.wikidata.org/entity/Q2110202,primary insomnia,disease,,
2032,http://www.wikidata.org/entity/Q55787774,primary non-essential cutis verticis gyrata,human disease,,
2033,http://www.wikidata.org/entity/Q929963,primary polydipsia,dry mouth and excessive fluid consumption in the absence of physiological stimuli to drink,,
2034,http://www.wikidata.org/entity/Q18767,primary progressive aphasia,progressive language and speech disorder,,
2035,http://www.wikidata.org/entity/Q55346005,primary progressive apraxia of speech,human disease,,
2036,http://www.wikidata.org/entity/Q7544146,problematic smartphone use,form of psychological or behavioral dependence on cell phones,,
2037,http://www.wikidata.org/entity/Q59681050,problematic social media use,a proposed medical diagnosis related to overuse of social media,,
2038,http://www.wikidata.org/entity/Q30141385,problems with words in speaking or writing,,,
2039,http://www.wikidata.org/entity/Q111207408,profound autism,,,
2040,http://www.wikidata.org/entity/Q11791661,profound intellectual disability,,,
2041,http://www.wikidata.org/entity/Q55784884,progressive essential tremor-speech impairment-facial dysmorphism-intellectual disability-abnormal behavior syndrome,human disease,,
2042,http://www.wikidata.org/entity/Q18583,progressive nonfluent aphasia,neurological disorder,,
2043,http://www.wikidata.org/entity/Q55784975,progressive spondyloepimetaphyseal dysplasia-short stature-short fourth metatarsals-intellectual disability syndrome,human disease,,
2044,http://www.wikidata.org/entity/Q945930,progressive supranuclear palsy,"Progressive supranuclear palsy (PSP) is a rare late-onset neurodegenerative disease characterized by supranuclear gaze palsy, postural instability, progressive rigidity, and mild dementia",,
2045,http://www.wikidata.org/entity/Q7249599,prolidase deficiency,medical condition,,
2046,http://www.wikidata.org/entity/Q25408209,prolongated alalia,,,
2047,http://www.wikidata.org/entity/Q55782055,prominent glabella-microcephaly-hypogenitalism syndrome,"Prominent glabella B microcephaly B hypogenitalism is a very rare syndrome described in two sibs and characterized by prenatal onset of growth deficiency, microcephaly, hypoplastic genitalia, and birth onset of convulsions",,
2048,http://www.wikidata.org/entity/Q244438,prosopagnosia,inability to recognize familiar faces,,
2049,http://www.wikidata.org/entity/Q55783743,"prosopagnosia, hereditary",instance of prosopagnosia (disease) that is caused by an inherited modification of the individual's genome,,
2050,http://www.wikidata.org/entity/Q19001414,protracted reactive paranoid psychosis,mental disorder,,
2051,http://www.wikidata.org/entity/Q3508789,pseudobulbar affect,condition involving unusual and involuntary laughing or crying,,
2052,http://www.wikidata.org/entity/Q7254736,pseudodementia,medical condition,,
2053,http://www.wikidata.org/entity/Q2361468,pseudohallucination,"involuntary sensory experience vivid enough to be regarded as a hallucination, but recognised by the patient not to be the result of external stimuli",,
2054,http://www.wikidata.org/entity/Q25403104,pseudomnesia,,,
2055,http://www.wikidata.org/entity/Q7255172,pseudoneurotic schizophrenia,mental disorder,,
2056,http://www.wikidata.org/entity/Q4392520,pseudophilosophical thinking,thought disorder,,
2057,http://www.wikidata.org/entity/Q26721126,pseudopsychopathic schizophrenia,form of schizophrenia characterized by pseudopsychopathic defect (personality changes) resulting from the disease process,,
2058,http://www.wikidata.org/entity/Q27924344,pseudoreminiscence,term,,
2059,http://www.wikidata.org/entity/Q21116617,psycho-neurologic disturbance,symptom,,
2060,http://www.wikidata.org/entity/Q18967178,psychogenic dysmenorrhea,Human disease,,
2061,http://www.wikidata.org/entity/Q1458782,psychogenic mental retardation,human disease,,
2062,http://www.wikidata.org/entity/Q695954,psychogenic pain,Type of pain,,
2063,http://www.wikidata.org/entity/Q18554007,psychologic dyspareunia,Human disease,['http://www.wikidata.org/entity/Q7107372'],['ospemifene']
2064,http://www.wikidata.org/entity/Q18553788,psychologic vaginismus,vaginal disease,,
2065,http://www.wikidata.org/entity/Q4419854,psychological pillow,symptom of catatonia (where the individual holds his head a few centimetres above the bed),,
2066,http://www.wikidata.org/entity/Q1696880,psychoneurosis,,,
2067,http://www.wikidata.org/entity/Q7256456,psychoorganic syndrome,"disorder characterised by impairment of memory, thought disorders etc., due to diffuse psychoorganic brain damage",,
2068,http://www.wikidata.org/entity/Q30897648,psychopathological symptom,the signs and symptoms of mental disorders,,
2069,http://www.wikidata.org/entity/Q56815734,psychopathological syndrome,constellation of signs and symptoms that together make up a recognisable mental disorder,,
2070,http://www.wikidata.org/entity/Q21661573,psychopharmacological delirium,neurocognitive disorder,,
2071,http://www.wikidata.org/entity/Q7256482,psychosexual disorder,Human disease,,
2072,http://www.wikidata.org/entity/Q170082,psychosis,abnormal condition of the mind that involves a loss of contact with reality,"['http://www.wikidata.org/entity/Q251347', 'http://www.wikidata.org/entity/Q2924764', 'http://www.wikidata.org/entity/Q205517', 'http://www.wikidata.org/entity/Q416545', 'http://www.wikidata.org/entity/Q58356', 'http://www.wikidata.org/entity/Q7194603', 'http://www.wikidata.org/entity/Q411188', 'http://www.wikidata.org/entity/Q423292', 'http://www.wikidata.org/entity/Q416992', 'http://www.wikidata.org/entity/Q27284615', 'http://www.wikidata.org/entity/Q408535', 'http://www.wikidata.org/entity/Q221361', 'http://www.wikidata.org/entity/Q210402', 'http://www.wikidata.org/entity/Q412443', 'http://www.wikidata.org/entity/Q201872']","['haloperidol', 'brexpiprazole', 'ziprasidone', 'asenapine', 'amoxapine', 'pimavanserin', 'aripiprazole', 'paliperidone', 'lurasidone', 'clospirazine hydrochloride', 'quetiapine', 'clozapine', 'diazepam', 'risperidone', 'olanzapine']"
2073,http://www.wikidata.org/entity/Q3698300,psychotic break,medical condition of temporary break with reality,,
2074,http://www.wikidata.org/entity/Q2914583,psychotic depression,major depressive episode that is accompanied by psychotic symptoms,,
2075,http://www.wikidata.org/entity/Q3042109,psychotic disharmony,,,
2076,http://www.wikidata.org/entity/Q55782821,pterygium colli-intellectual disability-digital anomalies syndrome,,,
2077,http://www.wikidata.org/entity/Q55786308,ptosis-syndactyly-learning difficulties syndrome,human disease,,
2078,http://www.wikidata.org/entity/Q11831676,puerilism,"Childlike behavior by an adult, especially as indicating a mental disorder.",,
2079,http://www.wikidata.org/entity/Q20827012,punding,"engaging in a highly repetitve activity with no purpose, often seen in users of stimulants",,
2080,http://www.wikidata.org/entity/Q7261142,pure alexia,loss of the power to comprehend written materials despite preservation of the ability to write,,
2081,http://www.wikidata.org/entity/Q2367680,pure anarthria,,,
2082,http://www.wikidata.org/entity/Q622604,pyromania,impulse control disorder,,
2083,http://www.wikidata.org/entity/Q2309570,pyrophilia,paraphilia in which a subject derives gratification from fire and fire-starting activity,,
2084,http://www.wikidata.org/entity/Q60963776,quasi-autism,autistic-like behavior in young children impacted by severe social deprivation,,
2085,http://www.wikidata.org/entity/Q7270562,queen bee syndrome,behavior in which a woman in a position of authority views or treats female subordinates more critically,,
2086,http://www.wikidata.org/entity/Q252110,querulant,Person who obsessively feels wronged,,
2087,http://www.wikidata.org/entity/Q25424564,querulous paranoia,psychiatric diagnosis,,
2088,http://www.wikidata.org/entity/Q56063104,racial trauma,race-based traumatic stress; the cumulative effects of racism on an individual’s mental and physical health,,
2089,http://www.wikidata.org/entity/Q7280328,radiation-induced cognitive decline,,,
2090,http://www.wikidata.org/entity/Q1781491,radiophobia,obsessive fear of ionizing radiation,,
2091,http://www.wikidata.org/entity/Q55782257,radioulnar synostosis-developmental delay-hypotonia syndrome,,,
2092,http://www.wikidata.org/entity/Q55790502,rapid eye movement sleep disorder,human disease,,
2093,http://www.wikidata.org/entity/Q114757306,rapid-onset gender dysphoria,clinical hypothesis,,
2094,http://www.wikidata.org/entity/Q18701208,rapidly progressive dementia,,,
2095,http://www.wikidata.org/entity/Q55785790,rare disease with autism,human disease,,
2096,http://www.wikidata.org/entity/Q55785255,rare non-syndromic intellectual disability,Rare non-syndromic intellectual disability,,
2097,http://www.wikidata.org/entity/Q1329584,reactive attachment disorder,severe and relatively uncommon disorder that can affect children,,
2098,http://www.wikidata.org/entity/Q18971674,reactive confusion,Human disease,,
2099,http://www.wikidata.org/entity/Q8354911,reactive depression,,,
2100,http://www.wikidata.org/entity/Q97696569,reading disability,challenge in learning to read,,
