item,itemLabel,itemDescription,drugs,drugsLabel
http://www.wikidata.org/entity/Q177190,sleep disorder,disease of mental health that involves disruption of sleep patterns,http://www.wikidata.org/entity/Q220426,zopiclone
http://www.wikidata.org/entity/Q54972453,sleep-wake disorder,,http://www.wikidata.org/entity/Q418913,armodafinil
http://www.wikidata.org/entity/Q54972453,sleep-wake disorder,,http://www.wikidata.org/entity/Q408535,quetiapine
http://www.wikidata.org/entity/Q54972453,sleep-wake disorder,,http://www.wikidata.org/entity/Q319877,alprazolam
http://www.wikidata.org/entity/Q54972453,sleep-wake disorder,,http://www.wikidata.org/entity/Q412143,triazolam
http://www.wikidata.org/entity/Q54972453,sleep-wake disorder,,http://www.wikidata.org/entity/Q407988,clonazepam
http://www.wikidata.org/entity/Q54972453,sleep-wake disorder,,http://www.wikidata.org/entity/Q210402,diazepam
http://www.wikidata.org/entity/Q54972453,sleep-wake disorder,,http://www.wikidata.org/entity/Q417689,ramelteon
http://www.wikidata.org/entity/Q54972453,sleep-wake disorder,,http://www.wikidata.org/entity/Q7553347,sodium oxybate
http://www.wikidata.org/entity/Q54972453,sleep-wake disorder,,http://www.wikidata.org/entity/Q413184,eszopiclone
http://www.wikidata.org/entity/Q54972453,sleep-wake disorder,,http://www.wikidata.org/entity/Q412443,risperidone
http://www.wikidata.org/entity/Q54972453,sleep-wake disorder,,http://www.wikidata.org/entity/Q186969,ibuprofen
http://www.wikidata.org/entity/Q54972453,sleep-wake disorder,,http://www.wikidata.org/entity/Q408265,lorazepam
http://www.wikidata.org/entity/Q54972453,sleep-wake disorder,,http://www.wikidata.org/entity/Q410352,gabapentin
http://www.wikidata.org/entity/Q54972453,sleep-wake disorder,,http://www.wikidata.org/entity/Q218842,zolpidem
http://www.wikidata.org/entity/Q54972453,sleep-wake disorder,,http://www.wikidata.org/entity/Q414796,temazepam
http://www.wikidata.org/entity/Q54972453,sleep-wake disorder,,http://www.wikidata.org/entity/Q7650517,suvorexant
http://www.wikidata.org/entity/Q54972453,sleep-wake disorder,,http://www.wikidata.org/entity/Q421930,mirtazapine
http://www.wikidata.org/entity/Q54972453,sleep-wake disorder,,http://www.wikidata.org/entity/Q201872,olanzapine
http://www.wikidata.org/entity/Q54972453,sleep-wake disorder,,http://www.wikidata.org/entity/Q411457,trazodone
http://www.wikidata.org/entity/Q281928,social anxiety disorder,anxiety disorder associated with social situations,http://www.wikidata.org/entity/Q410352,gabapentin
http://www.wikidata.org/entity/Q281928,social anxiety disorder,anxiety disorder associated with social situations,http://www.wikidata.org/entity/Q408471,paroxetine
http://www.wikidata.org/entity/Q18557988,subacute delirium,Human disease,http://www.wikidata.org/entity/Q424342,paraldehyde
http://www.wikidata.org/entity/Q18557988,subacute delirium,Human disease,http://www.wikidata.org/entity/Q422740,propofol
http://www.wikidata.org/entity/Q7632070,substance use disorder,"mental disorder involving the abuse or dependence on a substance that is ingested in order to produce a high, alter one's senses, or otherwise affect functioning",http://www.wikidata.org/entity/Q737743,doxapram
http://www.wikidata.org/entity/Q7632070,substance use disorder,"mental disorder involving the abuse or dependence on a substance that is ingested in order to produce a high, alter one's senses, or otherwise affect functioning",http://www.wikidata.org/entity/Q423288,desipramine
http://www.wikidata.org/entity/Q18558279,tertiary neurosyphilis,tertiary syphilis that results in infection located in brain or located in spinal cord,http://www.wikidata.org/entity/Q900898,probenecid
http://www.wikidata.org/entity/Q2184304,transient tic disorder,"tic disorder that consists of multiple motor and/or phonic tics with duration of at least 4 weeks, but less than 12 months",http://www.wikidata.org/entity/Q144085,pimozide
http://www.wikidata.org/entity/Q2184304,transient tic disorder,"tic disorder that consists of multiple motor and/or phonic tics with duration of at least 4 weeks, but less than 12 months",http://www.wikidata.org/entity/Q407988,clonazepam
http://www.wikidata.org/entity/Q583908,vascular dementia,dementia that involves impairments in cognitive function caused by problems in blood vessels that feed the brain,http://www.wikidata.org/entity/Q415081,donepezil
http://www.wikidata.org/entity/Q583908,vascular dementia,dementia that involves impairments in cognitive function caused by problems in blood vessels that feed the brain,http://www.wikidata.org/entity/Q412189,memantine
http://www.wikidata.org/entity/Q583908,vascular dementia,dementia that involves impairments in cognitive function caused by problems in blood vessels that feed the brain,http://www.wikidata.org/entity/Q420288,vinpocetine
http://www.wikidata.org/entity/Q18556468,vasculogenic impotence,human disease,http://www.wikidata.org/entity/Q191521,sildenafil
http://www.wikidata.org/entity/Q18556468,vasculogenic impotence,human disease,http://www.wikidata.org/entity/Q416331,pentoxifylline
http://www.wikidata.org/entity/Q18556468,vasculogenic impotence,human disease,http://www.wikidata.org/entity/Q579348,alprostadil
http://www.wikidata.org/entity/Q4420149,withdrawal symptom,"substance-related disorder that occurs upon the abrupt discontinuation/separation or a decrease in dosage of the intake of medications, recreational drugs, and alcohol",http://www.wikidata.org/entity/Q25048068,buprenorphine/naloxone
http://www.wikidata.org/entity/Q4420149,withdrawal symptom,"substance-related disorder that occurs upon the abrupt discontinuation/separation or a decrease in dosage of the intake of medications, recreational drugs, and alcohol",http://www.wikidata.org/entity/Q423751,loperamide
