item,itemLabel,itemDescription
http://www.wikidata.org/entity/Q16606552,obstructive sleep apnea,obstruction of the upper airway during sleep
http://www.wikidata.org/entity/Q55784187,occipital pachygyria and polymicrogyria,human disease
http://www.wikidata.org/entity/Q1200839,oculocerebrorenal syndrome,Human disease
http://www.wikidata.org/entity/Q8015448,oculophilia,alleged eyeball-licking fetish
http://www.wikidata.org/entity/Q55782159,oculorenocerebellar syndrome,human disease
http://www.wikidata.org/entity/Q1939091,olfactophilia,
http://www.wikidata.org/entity/Q4386741,olfactory reference syndrome,False belief that you emit unpleasant body odours
http://www.wikidata.org/entity/Q11797958,oligologia,
http://www.wikidata.org/entity/Q10350580,ombrophobia,
http://www.wikidata.org/entity/Q55781473,"omphalocele syndrome, Shprintzen-Goldberg type",
http://www.wikidata.org/entity/Q48638973,oneirism,state of abnormal consciousness in which dream-like experiences and hallucinations happen while awake
http://www.wikidata.org/entity/Q1544517,oneiroid syndrome,dream-like fantastic delusional state (psychopathological syndrome)
http://www.wikidata.org/entity/Q1419434,oneirophrenia,acute schizophrenia-like psychotic disorder in which hallucinations and dream-like state are the main clinical features
http://www.wikidata.org/entity/Q606624,oniomania,obsession with shopping and buying behavior that causes adverse consequences
http://www.wikidata.org/entity/Q596505,ophidiophobia,Irrational fear of snakes
http://www.wikidata.org/entity/Q55781307,ophthalmoplegia-intellectual disability-lingua scrotalis syndrome,human disease
http://www.wikidata.org/entity/Q18555117,opiate dependence,drug dependence that involves the continued use of opiate drugs despite despite problems related to use of the substance
http://www.wikidata.org/entity/Q61861225,opioid induced endocrinopathy,
http://www.wikidata.org/entity/Q17154378,opioid overdose,acute medical condition due to excessive use of opioids and related substance
http://www.wikidata.org/entity/Q1639178,opioid use disorder,substance abuse disorder that involves the recurring use of opioid drugs despite negative consequences
http://www.wikidata.org/entity/Q2026920,opioid withdrawal syndrome,Withdrawal symptoms of opiates
http://www.wikidata.org/entity/Q67085655,opioid-related disorders,disorders related to or resulting from abuse or misuse of opioids
http://www.wikidata.org/entity/Q102245543,opium addiction,disease caused by a long-lasting consumption of opium
http://www.wikidata.org/entity/Q48968805,oppai slash,"fetishism of a band (such as that of an automobile shoulder harness, sash or shoulder bag) passing between the wearer's breasts"
http://www.wikidata.org/entity/Q1328833,oppositional defiant disorder,human disorder involving hostility and defiance
http://www.wikidata.org/entity/Q55784781,optic atrophy-intellectual disability syndrome,human disease
http://www.wikidata.org/entity/Q10611039,oral galvanism,medical condition
http://www.wikidata.org/entity/Q113360747,oral substance abuse,"abuse, overuse or misuse of a substance by ingestion"
http://www.wikidata.org/entity/Q2030018,organ neurosis,
http://www.wikidata.org/entity/Q2870714,organic anxiety disorder,human disease
http://www.wikidata.org/entity/Q360341,organic brain syndrome,syndrome or disorder of mental function whose cause is alleged to be known as organic (physiologic) rather than purely of the mind
http://www.wikidata.org/entity/Q10687207,organic or symptomatic mental disorder,
http://www.wikidata.org/entity/Q3449191,organic personality disorder,mental disorder
http://www.wikidata.org/entity/Q2172144,organic psychosis,
http://www.wikidata.org/entity/Q7458756,orgasmic anhedonia,condition in which an individual cannot feel pleasure from an orgasm
http://www.wikidata.org/entity/Q10611388,orgasmic dysfunction,orgasm either does not occur or is markedly delayed
http://www.wikidata.org/entity/Q3043161,ornithine carbamoyltransferase deficiency,urea cycle disorder that involves a mutated and ineffective form of the enzyme ornithine transcarbamylase
http://www.wikidata.org/entity/Q619261,ornithophobia,irrational fear of birds
http://www.wikidata.org/entity/Q2858959,orofacial apraxia,
http://www.wikidata.org/entity/Q3508783,oral-facial-digital syndrome,"genetic disease that is characterized by malformations of the face, oral cavity, and digits with polycystic kidney disease and variable involvement of the central nervous system and has material basis in X-linked inheritance of an OFD gene"
http://www.wikidata.org/entity/Q1334368,orthorexia nervosa,proposed eating disorder characterized by an excessive preoccupation with eating healthy food
http://www.wikidata.org/entity/Q55788500,ossification anomalies-psychomotor developmental delay syndrome,"Ossification anomalies-psychomotor developmental delay syndrome is characterised by hypomineralisation of the cranial bones, thoracic dystrophy, hypotonia, and abnormal and slender long bones due to an alteration in remodelling during ossification"
http://www.wikidata.org/entity/Q55782182,osteopenia-intellectual disability-sparse hair syndrome,
http://www.wikidata.org/entity/Q55788743,osteopenia-myopia-hearing loss-intellectual disability-facial dysmorphism syndrome,
http://www.wikidata.org/entity/Q32136402,osteoporosis-pseudoglioma syndrome,Osteoporosis pseudoglioma syndrome is a very rare autosomal recessive disorder characterized by congenital or infancy-onset blindness and severe juvenile-onset osteoporosis and spontaneous fractures
http://www.wikidata.org/entity/Q28402671,ostraconophobia,fear of shellfish
http://www.wikidata.org/entity/Q9385429,overactive disorder associated with mental retardation and stereotyped movements,disease
http://www.wikidata.org/entity/Q18385717,overgeneral autobiographical memory,medical condition
http://www.wikidata.org/entity/Q55782834,pachygyria-intellectual disability-epilepsy syndrome,
http://www.wikidata.org/entity/Q3288182,pagophagia,Eating disorder characterized by the compulsive consumption of ice or iced drinks
http://www.wikidata.org/entity/Q2868696,pain agnosia,agnosia that is a loss of the ability to perceive and process pain
http://www.wikidata.org/entity/Q3297888,pain disorder,"somatoform disorder that involves chronic pain in one or more areas, and is thought to be caused by psychological stress."
http://www.wikidata.org/entity/Q55784977,palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,human disease
http://www.wikidata.org/entity/Q696490,panic attack,period of intense fear or apprehension of sudden onset
http://www.wikidata.org/entity/Q741713,panic disorder,Anxiety disorder characterized by reoccurring unexpected panic attacks
http://www.wikidata.org/entity/Q1436162,pantothenate kinase-associated neurodegeneration,A neurodegeneration with brain iron accumulation that has_material_basis_in autosomal recessive inheritance of mutation in the PANK2 gene on chromosome 20p13.
http://www.wikidata.org/entity/Q25448996,paradoxical vocal cord motion disorder,
http://www.wikidata.org/entity/Q7134645,paragrammatism,inability to form grammatically correct sentences
http://www.wikidata.org/entity/Q2051550,paralexia,Reading disability
http://www.wikidata.org/entity/Q16580457,paralogical thinking,
http://www.wikidata.org/entity/Q1229994,paranoia,"thought process believed to be heavily influenced by anxiety or fear, often to the point of delusion and irrationality"
http://www.wikidata.org/entity/Q4344979,paranoiac syndrome,
http://www.wikidata.org/entity/Q57756307,paranoial delusion,delusion caused by paranoia
http://www.wikidata.org/entity/Q28914244,paranoial schizophrenia,subtype of schizophrenia defined in Russia
http://www.wikidata.org/entity/Q3043347,paranoid delusion,mental disorder
http://www.wikidata.org/entity/Q747735,paranoid personality disorder,"mental disorder characterized by paranoia and a pervasive, long-standing suspiciousness and generalized mistrust of others"
http://www.wikidata.org/entity/Q3043345,paranoid psychosis,
http://www.wikidata.org/entity/Q2606101,paranoid schizophrenia,"schizophrenia that involves delusions or auditory hallucinations of persecution or being plotted against without thought disorder, disorganized behavior, or affective flattening"
http://www.wikidata.org/entity/Q55011952,paranoid state,human disease
http://www.wikidata.org/entity/Q4344975,paranoid syndrome,psychopathological syndrome (constellation of signs and symptoms of a mental disorders)
http://www.wikidata.org/entity/Q55011886,paranoid type schizophrenia chronic state with acute exacerbation,human disease
http://www.wikidata.org/entity/Q55011547,paranoid type schizophrenia in remission,human disease
http://www.wikidata.org/entity/Q55011557,paranoid type schizophrenia subchronic state with acute exacerbation,human disease
http://www.wikidata.org/entity/Q512942,paraphasia,"language output error commonly associated with aphasia, and characterized by the production of unintended syllables, words, or phrases during the effort to speak"
http://www.wikidata.org/entity/Q178059,paraphilia,"experience of intense sexual arousal to atypical objects, situations, or individuals"
http://www.wikidata.org/entity/Q181757,paraphilic infantilism,sexual fetish that involves role-playing a regression to an infant-like state
http://www.wikidata.org/entity/Q2476251,paraphrenia,human disease
http://www.wikidata.org/entity/Q55782585,paraplegia-intellectual disability-hyperkeratosis syndrome,
http://www.wikidata.org/entity/Q559869,parasomnia,category of sleep disorders
http://www.wikidata.org/entity/Q2051906,parathymia,
http://www.wikidata.org/entity/Q18553278,parenchymatous neurosyphilis,Human disease
http://www.wikidata.org/entity/Q104603192,parental mental illness,occurence of mental illness in parents
http://www.wikidata.org/entity/Q55346006,parkinsonism due to ATP13A2 deficiency,human disease
http://www.wikidata.org/entity/Q3366838,partialism,Attraction on the basis of sexual desire toward non-genital anatomy
http://www.wikidata.org/entity/Q1335831,paruresis,Shy bladder syndrome
http://www.wikidata.org/entity/Q28823477,passive–aggressive personality disorder,"personality disorder characterized by procrastination, covert obstructionism, inefficiency and stubbornness"
http://www.wikidata.org/entity/Q55786422,paternal 14q32.2 hypomethylation syndrome,human disease
http://www.wikidata.org/entity/Q55786420,paternal 14q32.2 microdeletion syndrome,human disease
http://www.wikidata.org/entity/Q748309,pathological gambling,urge to continuously gamble despite harmful negative consequences or a desire to stop
http://www.wikidata.org/entity/Q4346962,pathological intoxication,extraordinary severe response to alcohol
http://www.wikidata.org/entity/Q370098,pathological lying,behavior of habitual or compulsive lying
http://www.wikidata.org/entity/Q3373897,pecattiphilia,
http://www.wikidata.org/entity/Q8388,pedophilia,paraphilia characterized by a sexual attraction to prepubescent children
http://www.wikidata.org/entity/Q98138044,penile dysmorphic disorder,
http://www.wikidata.org/entity/Q3458171,penis-shrinker,imaginary African sorcerer
http://www.wikidata.org/entity/Q6159040,perception of English /r/ and /l/ by Japanese speakers,japanese-language speakers' perception of English consonants
http://www.wikidata.org/entity/Q20494879,performance anxiety,anxiety related to the execution of a task
http://www.wikidata.org/entity/Q13038909,periodic limb movement disorder,sleep disorder that involves involuntary limb movement during sleep
http://www.wikidata.org/entity/Q1707008,perionychophagia,
http://www.wikidata.org/entity/Q55346072,infantile Refsum disease,medical condition
http://www.wikidata.org/entity/Q1132536,persecutory delusion,delusion involving perception of persecution
http://www.wikidata.org/entity/Q1499171,perseveration,"persistent repetition of previously used phrases, words or details (psychopathological symptom)"
http://www.wikidata.org/entity/Q55014084,persistent disorder of initiating or maintaining sleep,human disease
http://www.wikidata.org/entity/Q55014074,persistent disorder of initiating or maintaining wakefulness,human disease
http://www.wikidata.org/entity/Q3525894,personality changes,
http://www.wikidata.org/entity/Q430947,personality development disorder,form of development disorder
http://www.wikidata.org/entity/Q270673,personality disorder,maladaptive patterns of behavior
http://www.wikidata.org/entity/Q2540067,personality disorder not otherwise specified,medical condition
http://www.wikidata.org/entity/Q6691991,pervasive developmental disorder,range of neurodevelopmental conditions
http://www.wikidata.org/entity/Q7171237,pervasive refusal syndrome,Hypothesized pediatric mental disorder
http://www.wikidata.org/entity/Q22162415,phallophobia,fear of the erect penis or excessive aversion to masculinity
http://www.wikidata.org/entity/Q55785878,phenobarbital embryopathy,"#64257;nger hypoplasia, brachydactyly and hypospadias have been reported in rare cases"
http://www.wikidata.org/entity/Q175854,phobia,an anxiety disorder defined by a persistent and excessive fear of an object or situation
http://www.wikidata.org/entity/Q1688222,phonagnosia,agnosia that is a loss of the ability to recognize familiar voices
http://www.wikidata.org/entity/Q10497677,phonasthenia,
http://www.wikidata.org/entity/Q7187290,phonological dyslexia,
http://www.wikidata.org/entity/Q55782468,phosphoribosylpyrophosphate synthetase superactivity,human disease
http://www.wikidata.org/entity/Q66296097,physiological sexual dysfunction,"physiological disturbances in normal sexual performance, in either the male or the female"
http://www.wikidata.org/entity/Q1134891,pica,eating disorder
http://www.wikidata.org/entity/Q1152737,piquerism,sexual interest in penetrating another person's skin
http://www.wikidata.org/entity/Q1639827,poly drug use,act of using multiple substances to achieve a desired effect
http://www.wikidata.org/entity/Q55784852,polyendocrine-polyneuropathy syndrome,human disease
http://www.wikidata.org/entity/Q55783974,polymicrogyria with optic nerve hypoplasia,human disease
http://www.wikidata.org/entity/Q55787018,polymicrogyria-turricephaly-hypogenitalism syndrome,human disease
http://www.wikidata.org/entity/Q653267,polyphagia,excessive hunger or increased appetite
http://www.wikidata.org/entity/Q102186530,poor enunciation,symptom
http://www.wikidata.org/entity/Q1319971,pornography addiction,compulsive sexual behaviour driven by use of pornography
http://www.wikidata.org/entity/Q18413651,post ICU amnesia,amnesia following intensive care unit  hospitalization
http://www.wikidata.org/entity/Q1069589,post-chemotherapy cognitive impairment,impairment that can result from chemotherapy treatment
http://www.wikidata.org/entity/Q2581333,post-concussion syndrome,organic brain syndrome that occurs following head trauma (i.e. concussion)
http://www.wikidata.org/entity/Q3208285,post-schizophrenic depression,"depressive episode, arising in the aftermath of a schizophrenic psychosis"
http://www.wikidata.org/entity/Q2106329,post-traumatic embitterment disorder,"proposed disorder of a pathological reaction to a negative life event, causing embitterment, anger, fury, hatred and revenge fantasies"
http://www.wikidata.org/entity/Q3664169,post-traumatic headache,
http://www.wikidata.org/entity/Q202387,post-traumatic stress disorder,mental disorder that developed after experiencing or witnessig a terrifying or life-threatening event
http://www.wikidata.org/entity/Q3508787,postencephalitic Parkinson disease,"A disease believed to be caused by a viral illness that triggers degeneration of the nerve cells in the substantia nigra. Overall, this degeneration leads to clinical parkinsonism."
http://www.wikidata.org/entity/Q2357690,postencephalitic syndrome,
http://www.wikidata.org/entity/Q55345797,posterior column ataxia-retinitis pigmentosa syndrome,Posterior column ataxia - retinitis pigmentosa is characterized by the association of progressive sensory ataxia and retinitis pigmentosa
http://www.wikidata.org/entity/Q56298078,posterior fossa syndrome,
http://www.wikidata.org/entity/Q30913551,postictal psychosis,
http://www.wikidata.org/entity/Q55345893,postnatal microcephaly-infantile hypotonia-spastic diplegia-dysarthria-intellectual disability syndrome,human disease
http://www.wikidata.org/entity/Q956181,postoperative cognitive dysfunction,cognitive impairment or functional decline after a surgical procedure
http://www.wikidata.org/entity/Q935129,postpartum depression,"endogenous depression that involves intense, sustained and sometimes disabling depression experienced by women after giving birth"
http://www.wikidata.org/entity/Q2339132,postpartum psychosis,Peurperal psychosis
http://www.wikidata.org/entity/Q1246099,posttraumatic stress disorder in children and teens,
http://www.wikidata.org/entity/Q7235099,potomania,hypo-osmolality syndrome related to massive consumption of beer
http://www.wikidata.org/entity/Q55787017,preaxial polydactyly-colobomata-intellectual disability syndrome,
http://www.wikidata.org/entity/Q55011592,predominant disturbance of consciousness,human disease
http://www.wikidata.org/entity/Q55014429,predominant disturbance of emotions,human disease
http://www.wikidata.org/entity/Q7239873,pregaming,process of getting drunk prior to going out socializing
http://www.wikidata.org/entity/Q2108373,pregorexia,
http://www.wikidata.org/entity/Q319312,premature ejaculation,ejaculation and climax soon after initiating sexual activity
http://www.wikidata.org/entity/Q2728811,premenstrual dysphoric disorder,depressive disorder
http://www.wikidata.org/entity/Q7240522,prenatal cocaine exposure,exposure of a fetus to cocaine when a pregnant woman uses the drug
http://www.wikidata.org/entity/Q10638540,prepsychosis,
http://www.wikidata.org/entity/Q7240713,presbylarynx,
http://www.wikidata.org/entity/Q30913386,presbyophrenia,
http://www.wikidata.org/entity/Q19936090,presenile dementia,
http://www.wikidata.org/entity/Q7241734,pressure of speech,"tendency to speak rapidly and frenziedly, as if motivated by an urgency not apparent to the listener"
http://www.wikidata.org/entity/Q55790499,primary central sleep apnea syndrome,human disease
http://www.wikidata.org/entity/Q18558090,primary cerebellar degeneration,Human disease
http://www.wikidata.org/entity/Q2110202,primary insomnia,disease
http://www.wikidata.org/entity/Q55787774,primary non-essential cutis verticis gyrata,human disease
http://www.wikidata.org/entity/Q929963,primary polydipsia,dry mouth and excessive fluid consumption in the absence of physiological stimuli to drink
http://www.wikidata.org/entity/Q18767,primary progressive aphasia,progressive language and speech disorder
http://www.wikidata.org/entity/Q55346005,primary progressive apraxia of speech,human disease
http://www.wikidata.org/entity/Q7544146,problematic smartphone use,form of psychological or behavioral dependence on cell phones
http://www.wikidata.org/entity/Q59681050,problematic social media use,a proposed medical diagnosis related to overuse of social media
http://www.wikidata.org/entity/Q30141385,problems with words in speaking or writing,
http://www.wikidata.org/entity/Q111207408,profound autism,
http://www.wikidata.org/entity/Q11791661,profound intellectual disability,
http://www.wikidata.org/entity/Q55784884,progressive essential tremor-speech impairment-facial dysmorphism-intellectual disability-abnormal behavior syndrome,human disease
http://www.wikidata.org/entity/Q18583,progressive nonfluent aphasia,neurological disorder
http://www.wikidata.org/entity/Q55784975,progressive spondyloepimetaphyseal dysplasia-short stature-short fourth metatarsals-intellectual disability syndrome,human disease
http://www.wikidata.org/entity/Q945930,progressive supranuclear palsy,"Progressive supranuclear palsy (PSP) is a rare late-onset neurodegenerative disease characterized by supranuclear gaze palsy, postural instability, progressive rigidity, and mild dementia"
http://www.wikidata.org/entity/Q7249599,prolidase deficiency,medical condition
http://www.wikidata.org/entity/Q25408209,prolongated alalia,
http://www.wikidata.org/entity/Q55782055,prominent glabella-microcephaly-hypogenitalism syndrome,"Prominent glabella B microcephaly B hypogenitalism is a very rare syndrome described in two sibs and characterized by prenatal onset of growth deficiency, microcephaly, hypoplastic genitalia, and birth onset of convulsions"
http://www.wikidata.org/entity/Q244438,prosopagnosia,inability to recognize familiar faces
http://www.wikidata.org/entity/Q55783743,"prosopagnosia, hereditary",instance of prosopagnosia (disease) that is caused by an inherited modification of the individual's genome
http://www.wikidata.org/entity/Q19001414,protracted reactive paranoid psychosis,mental disorder
http://www.wikidata.org/entity/Q3508789,pseudobulbar affect,condition involving unusual and involuntary laughing or crying
http://www.wikidata.org/entity/Q7254736,pseudodementia,medical condition
http://www.wikidata.org/entity/Q2361468,pseudohallucination,"involuntary sensory experience vivid enough to be regarded as a hallucination, but recognised by the patient not to be the result of external stimuli"
http://www.wikidata.org/entity/Q25403104,pseudomnesia,
http://www.wikidata.org/entity/Q7255172,pseudoneurotic schizophrenia,mental disorder
http://www.wikidata.org/entity/Q4392520,pseudophilosophical thinking,thought disorder
http://www.wikidata.org/entity/Q26721126,pseudopsychopathic schizophrenia,form of schizophrenia characterized by pseudopsychopathic defect (personality changes) resulting from the disease process
http://www.wikidata.org/entity/Q27924344,pseudoreminiscence,term
http://www.wikidata.org/entity/Q21116617,psycho-neurologic disturbance,symptom
http://www.wikidata.org/entity/Q18967178,psychogenic dysmenorrhea,Human disease
http://www.wikidata.org/entity/Q1458782,psychogenic mental retardation,human disease
http://www.wikidata.org/entity/Q695954,psychogenic pain,Type of pain
http://www.wikidata.org/entity/Q18554007,psychologic dyspareunia,Human disease
http://www.wikidata.org/entity/Q18553788,psychologic vaginismus,vaginal disease
http://www.wikidata.org/entity/Q4419854,psychological pillow,symptom of catatonia (where the individual holds his head a few centimetres above the bed)
http://www.wikidata.org/entity/Q1696880,psychoneurosis,
http://www.wikidata.org/entity/Q7256456,psychoorganic syndrome,"disorder characterised by impairment of memory, thought disorders etc., due to diffuse psychoorganic brain damage"
http://www.wikidata.org/entity/Q30897648,psychopathological symptom,the signs and symptoms of mental disorders
http://www.wikidata.org/entity/Q56815734,psychopathological syndrome,constellation of signs and symptoms that together make up a recognisable mental disorder
http://www.wikidata.org/entity/Q21661573,psychopharmacological delirium,neurocognitive disorder
http://www.wikidata.org/entity/Q7256482,psychosexual disorder,Human disease
http://www.wikidata.org/entity/Q170082,psychosis,abnormal condition of the mind that involves a loss of contact with reality
http://www.wikidata.org/entity/Q3698300,psychotic break,medical condition of temporary break with reality
http://www.wikidata.org/entity/Q2914583,psychotic depression,major depressive episode that is accompanied by psychotic symptoms
http://www.wikidata.org/entity/Q3042109,psychotic disharmony,
http://www.wikidata.org/entity/Q55782821,pterygium colli-intellectual disability-digital anomalies syndrome,
http://www.wikidata.org/entity/Q55786308,ptosis-syndactyly-learning difficulties syndrome,human disease
http://www.wikidata.org/entity/Q11831676,puerilism,"Childlike behavior by an adult, especially as indicating a mental disorder."
http://www.wikidata.org/entity/Q20827012,punding,"engaging in a highly repetitve activity with no purpose, often seen in users of stimulants"
http://www.wikidata.org/entity/Q7261142,pure alexia,loss of the power to comprehend written materials despite preservation of the ability to write
http://www.wikidata.org/entity/Q2367680,pure anarthria,
http://www.wikidata.org/entity/Q622604,pyromania,impulse control disorder
http://www.wikidata.org/entity/Q2309570,pyrophilia,paraphilia in which a subject derives gratification from fire and fire-starting activity
http://www.wikidata.org/entity/Q60963776,quasi-autism,autistic-like behavior in young children impacted by severe social deprivation
http://www.wikidata.org/entity/Q7270562,queen bee syndrome,behavior in which a woman in a position of authority views or treats female subordinates more critically
http://www.wikidata.org/entity/Q252110,querulant,Person who obsessively feels wronged
http://www.wikidata.org/entity/Q25424564,querulous paranoia,psychiatric diagnosis
http://www.wikidata.org/entity/Q56063104,racial trauma,race-based traumatic stress; the cumulative effects of racism on an individual’s mental and physical health
http://www.wikidata.org/entity/Q7280328,radiation-induced cognitive decline,
http://www.wikidata.org/entity/Q1781491,radiophobia,obsessive fear of ionizing radiation
http://www.wikidata.org/entity/Q55782257,radioulnar synostosis-developmental delay-hypotonia syndrome,
http://www.wikidata.org/entity/Q55790502,rapid eye movement sleep disorder,human disease
http://www.wikidata.org/entity/Q114757306,rapid-onset gender dysphoria,clinical hypothesis
http://www.wikidata.org/entity/Q18701208,rapidly progressive dementia,
http://www.wikidata.org/entity/Q55785790,rare disease with autism,human disease
http://www.wikidata.org/entity/Q55785255,rare non-syndromic intellectual disability,Rare non-syndromic intellectual disability
http://www.wikidata.org/entity/Q1329584,reactive attachment disorder,severe and relatively uncommon disorder that can affect children
http://www.wikidata.org/entity/Q18971674,reactive confusion,Human disease
http://www.wikidata.org/entity/Q8354911,reactive depression,
http://www.wikidata.org/entity/Q97696569,reading disability,challenge in learning to read
http://www.wikidata.org/entity/Q17077617,reading disorder and écrites disorder,"range of neurological conditions, developmental or acquired"
http://www.wikidata.org/entity/Q1741331,receptive aphasia,type of aphasia
http://www.wikidata.org/entity/Q55786926,recessive intellectual disability-motor dysfunction-multiple joint contractures syndrome,human disease
http://www.wikidata.org/entity/Q55346085,recessive mitochondrial ataxia syndrome,human disease
http://www.wikidata.org/entity/Q7303086,recreational use of dextromethorphan,none
http://www.wikidata.org/entity/Q55011401,recurrent major depression in complete remission,human disease
http://www.wikidata.org/entity/Q19001125,recurrent manic episodes,Human disease
http://www.wikidata.org/entity/Q55346061,recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,human disease
http://www.wikidata.org/entity/Q2973381,reduced affect display,condition of reduced emotional reactivity in an individual
http://www.wikidata.org/entity/Q18638,reduplicative paramnesia,delusional belief
http://www.wikidata.org/entity/Q3445377,regressive autism,
http://www.wikidata.org/entity/Q67135693,rejection sensitive dysphoria,strong emotional response to perceived rejection typically seen in people with ADHD
http://www.wikidata.org/entity/Q7310715,relational disorder,
http://www.wikidata.org/entity/Q16068890,relationship addiction,
http://www.wikidata.org/entity/Q7311344,religious delusion,delusion involving religious themes or subject matter
http://www.wikidata.org/entity/Q7312489,renal dysplasia-limb defects syndrome,medical condition
http://www.wikidata.org/entity/Q32136710,renal hypomagnesemia 5 with ocular involvement,human disease
http://www.wikidata.org/entity/Q19001197,repetitive intrusions of sleep,Human disease
http://www.wikidata.org/entity/Q3208830,residual schizophrenia,"mental disorder, chronic stage in the development of a schizophrenic illness"
http://www.wikidata.org/entity/Q18966340,residual subchronic schizophrenia,Human disease
http://www.wikidata.org/entity/Q10421047,resignation syndrome,medical and political debate in Sweden in 2006
http://www.wikidata.org/entity/Q3427757,respiratory-effort related arousals,
http://www.wikidata.org/entity/Q55784851,retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome,human disease
http://www.wikidata.org/entity/Q1193891,retrograde amnesia,loss of memory of events that in occurred before the onset of amnesiac condition
http://www.wikidata.org/entity/Q6129341,revendication neurosis,
http://www.wikidata.org/entity/Q1244624,rhotacism,"difficulty in pronouncing rhotic (""r"") sounds"
http://www.wikidata.org/entity/Q559543,rhythmic movement disorder,neurological disorder
http://www.wikidata.org/entity/Q55785475,ring chromosome 10,
http://www.wikidata.org/entity/Q623401,robot fetishism,fetishistic attraction to humanoid robots
http://www.wikidata.org/entity/Q2167365,roshutsu,exhibitionism in Japan
http://www.wikidata.org/entity/Q113501758,ruinenlust,Obsession with ruins
http://www.wikidata.org/entity/Q4358147,rumination disorder,eating disorder that is characterized by effortless regurgitation of most meals following consumption
http://www.wikidata.org/entity/Q17285927,sadistic personality disorder,personality disorder diagnosis involving sadism
http://www.wikidata.org/entity/Q2211650,sadomasochism,giving or receiving of pleasure from acts involving the receipt or infliction of pain or humiliation
http://www.wikidata.org/entity/Q1266211,salirophilia,sexual fetish or paraphilia that involves deriving erotic pleasure from soiling or disheveling the object of one's desire
http://www.wikidata.org/entity/Q4138006,salophilia,attraction to   body sweat
http://www.wikidata.org/entity/Q11025831,satyriasis,male hypersexuality
http://www.wikidata.org/entity/Q467265,savant syndrome,"psychological disorder that turns people to a megasavant, with a serious mental disorder"
http://www.wikidata.org/entity/Q7430080,scanning speech,type of ataxic dysarthria in which spoken words are broken up into separate syllables
http://www.wikidata.org/entity/Q18967748,schizo-affective type schizophrenia chronic state,Human disease
http://www.wikidata.org/entity/Q18967612,schizo-affective type schizophrenia chronic state with acute exacerbation,Human disease
http://www.wikidata.org/entity/Q55010770,schizo-affective type schizophrenia in remission,human disease
http://www.wikidata.org/entity/Q18966968,schizo-affective type schizophrenia subchronic state,Human disease
http://www.wikidata.org/entity/Q18967746,schizo-affective type schizophrenia subchronic state with acute exacerbation,Human disease
http://www.wikidata.org/entity/Q834047,schizoaffective disorder,mental disorder
http://www.wikidata.org/entity/Q498237,schizoid personality disorder,personality disorder causing emotional detachment and social isolation
http://www.wikidata.org/entity/Q2236632,schizophasia,
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process
http://www.wikidata.org/entity/Q2903417,schizophrenia spectrum disorder,"schizophrenia spectrum disorders include schizophrenia, other psychotic disorders genetically related to schizophrenia, schizotypal (personality) disorder and schizoid personality disorder"
http://www.wikidata.org/entity/Q4523719,schizophrenia-like disorder,schizophrenia-like disorder due to brain damage and dysfunction
http://www.wikidata.org/entity/Q4523718,schizophrenic dementia,
http://www.wikidata.org/entity/Q5840516,schizophrenic prodrome,
http://www.wikidata.org/entity/Q26721384,schizophrenic reaction,psychotic reaction characterized by schizophrenia-like symptoms
http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,psychotic disorder that involves schizophrenia symptoms over time period of one month
http://www.wikidata.org/entity/Q861560,schizotypal personality disorder,"personality disorder that involves a need for social isolation, anxiety in social situations, odd behavior and thinking, and often unconventional beliefs"
http://www.wikidata.org/entity/Q1316515,school refusal,anxiety or fear of school causing physical symptoms such as nausea and headaches
http://www.wikidata.org/entity/Q107417164,schoolgirl uniform fetish,
http://www.wikidata.org/entity/Q2637106,scintillating scotoma,visual aura
http://www.wikidata.org/entity/Q3497292,scopophobia,fear of being seen or stared at by others
http://www.wikidata.org/entity/Q170102,scrapie,disease that affects sheep and goats
http://www.wikidata.org/entity/Q772440,scrupulosity,pathological guilt
http://www.wikidata.org/entity/Q1051223,seasonal affective disorder,mental depression that involves presentation of depressive symptoms only during a specific season of the year
http://www.wikidata.org/entity/Q55632785,secondary mania,variation of Bipolar disorder
http://www.wikidata.org/entity/Q55782875,secondary nocturnal enuresis,Nocturnal enuresis where the child has been dry for at least 6 months but enuresis has recurred
http://www.wikidata.org/entity/Q55011220,secondary syphilitic meningitis,human disease
http://www.wikidata.org/entity/Q25377859,sedative overdose,
http://www.wikidata.org/entity/Q565650,seeing pink elephants,euphemism for drunken hallucination caused by alcoholic hallucinosis or delirium tremens
http://www.wikidata.org/entity/Q55784965,seizures-scoliosis-macrocephaly syndrome,human disease
http://www.wikidata.org/entity/Q377493,selective mutism,anxiety disorder causing inability to speak under certain circumstances
http://www.wikidata.org/entity/Q580754,self-defeating personality disorder,proposed personality disorder in an earlier edition of the Diagnostic and Statistical Manual of Mental Disorders (DSM-III-R) in 1987
