id,name
3715,adults with severe childhood trauma
3716,adhd coaching
3717,lgbtq+
3718,disability
3719,non-binary gender identities
3720,including microaggressions
3721,life limiting illness
3722,toilet training
3723,inner child/attachment wounds
3724,gender confusion
3725,anger management issues
3726,healing the mother/ daughter dynamic
3727,betrayal trauma
3728,life changes
3729,self-harm and suicidal ideation
3730,terminal illness
3731,career difficulties
3732,animal-assisted / esa support  / pet grief & loss
3733,older adult issues
3734,focus oriented art therapy
3735,immigration psychological evaluations
3736,emdr and brainspotting
3737,boundary-setting
3738,immigration evaluations for vawa
3739,academic success
3740,communication and boundaries
3741,stop smoking
3742,caregiving and care-receiving
3743,cross-cultural themes
3744,prescription medication drug rehabs san diego
3745,divorce and mediation services
3746,intersex experience
3747,accelerated personal development
3748,infant/preschool mental health
3749,help with life changes and transitions
3750,biofeedback neurofeedback
3751,misokinesia
3752,high conflict couples
3753,coping with fame
3754,yoga for mental health issues
3755,lgtbq
3756,failure to launch
3757,mediation services
3758,pre-marital and marital
3759,finding deeper meaning in life and work
3760,career exploration / career assessments
3761,life improvement
3762,trauma
3763,bringing baby home
3764,intercultural marriage/relationship
3765,cancer. pet loss
3766,linkedin
3767,self compassion
3768,certified in trauma-focused cbt
3769,isolation and loneliness
3770,non-traditional relationship structures
3771,asian-american intergenerational conflict
3772,individuals working in the entertainment industry
3773,critical incident stress mngmnt  (c
3774,healthy aging
3775,postpartum anxiety and depression
3776,ocd/panic disorder
3777,positive parenting skills
3778,i provide clinical supervision
3779,military personnel
3780,blended family issues
3781,sexual identity lgbta
3782,test anxiety and test enhancement
3783,psychogenic pain (tms)
3784,resume writing
3785,social anxiety
3786,straight
3787,mindfulness. aging
3788,ketamine assisted psychotherapy
3789,sexually integrity
3790,coping with changes and issues arising since covid
3791,psychedelic wellness
3792,cognitive rehabilitation
3793,language delays
3794,exploring identity
3795,family of origin
3796,specializing in rad in children/teens
3797,late adolescent issues (15-19)
3798,criminal behaviors
3799,new parents/parent's of teens
3800,traumas
3801,regret
3802,spirituality
3803,physical injury
3804,tech industry
3805,youth transitions/residential treatment
3806,internet addiction
3807,children of narcissistic/borderline parents
3808,lgbt issues in the military
3809,problem solving therapy
3810,somatic
3811,life coaching/transitions
3812,corporate grief counseling
3813,life purpose and direction
3814,serving the independent school world
3815,medication management
3816,birth trauma
3817,pressure
3818,spiritual and existential questions
3819,polyamory/open marriage
3820,lgbtqai sexual orientation and gender questioning
3821,depression and anxiety
3822,alternative lifestyles
3823,stress in high achieving young professionals
3824,self-empowerment
3825,creativity/ artistic struggles
3826,school based services
3827,c-ptsd/childhood trauma
3828,vicarious trauma
3829,gender(s) and sexualities
3830,single women's issues
3831,self identity
3832,problem gambling program
3833,trans-generational trauma
3834,female empowerment
3835,multicultural differences
3836,**pet loss**
3837,symbis certified pre-marital counseling
3838,insight building
3839,cancer in the family
3840,medical doctors & medical professionals
3841,prenatal and perinatal psychology health
3842,surrogacy relationships
3843,overthinking
3844,phase-of-life
3845,trauma sensitive yoga
3846,reiki healing
3847,latinx
3848,motivation
3849,remote autism evaluations
3850,coping skills
3851,reunification
3852,memory & cognition
3853,loss of an infant or child
3854,emdr certified; emdr consultant in training
3855,self exploration
3856,blockage of creative expression
3857,intellectualization
3858,gender expression
3859,teletherapy available
3860,sexual problems
3861,safety sensitive employee's dot violations
3862,sensitivity as temperament trait (hsp)
3863,working with the gifted student
3864,teenagers
3865,dementia caregiving
3866,artistic
3867,experience working with immigrants
3868,caregiver fatigue / burnout
3869,transitions
3870,journey of motherhood
3871,eating disorder
3872,racial stress
3873,pet-assisted therapy
3874,child and adolescents
3875,generational and family dynamics
3876,couples therapy/ life changes
3877,12-steps support
3878,grief from suicide loss
3879,relationship enhancement expert
3880,toxic masculinity
3881,school-related
3882,step-parenting and adoption
3883,lack of faith
3884,intersecting social identities
3885,desire disorders
3886,abortion and miscarriages
3887,memory disorders
3888,test taking anxiety
3889,children with different learning abilities and sup
3890,dealing with life transitions
3891,chronic illness and dying
3892,legal issues
3893,spiritual emergence/emergency
3894,caregiver burnout
3895,miscarriage/stillbirth
3896,health and fitness coaching
3897,long covid
3898,lgbtqi+
3899,emotional/narcissistic abuse recovery
3900,phased trauma treatment
3901,discernment
3902,low self-esteem/boundaries
3903,life transitions/couples therapy
3904,internal family systems therapy
3905,serious medical challenges and self healing
3906,rumination and perfectionism
3907,test/performance anxiety
3908,weight control
3909,transgender competencies and transitioning
3910,health and medical issues
3911,type 1 diabetes
3912,singlehood issues
3913,lyme-disease friendly
3914,miscarriage & ivf
3915,couples and individuals
3916,entertainment industry challenges
3917,legal stress
3918,finding purpose
3919,career transitions
3920,family
3921,psychological testing and monitoring
3922,multicultural & multilingual counseling
3923,creative/performing artists
3924,sleep training/challenges
3925,healthcare navigation coaching
3926,desire & intimacy development
3927,feeling frozen support
3928,medical hypnosis
3929,healthy living
3930,irlen method for visual processing
3931,emerging adults
3932,peak-experience integration
3933,cybersex
3934,dysfunctional families
3935,military veterans
3936,first generation immigrants
3937,highly sensitive children
3938,career transition / academic development
3939,brca & navigating genetic testing
3940,minority/multicultural stress
3941,culture
3942,court-involved/coparenting/reunification
3943,sex positive
3944,behaviors
3945,adult children of emotionally immature parents
3946,narcissistic
3947,adjustment difficulties
3948,body focused repetitive behaviors
3949,parenting neurodiverse children
3950,psychological assessments
3951,private alcohol/addictions workshops
3952,burn-out
3953,geeks/ nerds
3954,couple midlife transitions
3955,specialize in working with first responders & vets
3956,single parenting
3957,acculturation and immigration/transition
3958,shamanic practices
3959,selective mutism
3960,grandparenting
3961,shame
3962,embodiment
3963,medical issues
3964,walk and talk therapy
3965,infidelities/affairs
3966,cptsd
3967,physical disabilities
3968,chronic health problems
3969,men
3970,migrants
3971,faith crisis
3972,pmdd premenstrual dysphoric disorder & pme
3973,surrogate partner therapy
3974,nervous system regulation
3975,first responders (police/fire)
3976,justice-system involved
3977,finding meaning
3978,entertainment industry workers
3979,gifted individuals
3980,reiki treatments
3981,queer
3982,emotionally focused couples therapy
3983,cancer diagnosis
3984,drug addiction of loved ones
3985,love addiction
3986,south asain community
3987,workplace burnout
3988,immigration evaluations trained
3989,blind / low vision
3990,friends
3991,clinical supervision for registered associates
3992,accountability & motivation
3993,foster-care adoptions
3994,ed and low desire issues
3995,caregiving aging parents
3996,teen and young adults
3997,racism-related trauma
3998,behavior problems and anger
3999,poly/open relationship difficulties
4000,equine therapy
4001,gnc
4002,work
4003,relationships (love and work)
4004,incorporate mindful meditation
4005,interacial couples
4006,historic trauma
4007,nutritional counseling for food/weight/body image
4008,cultural identity & immigrant identity
4009,adolescent
4010,self-compassion
4011,cross-cultural adaptation
4012,marital & premarital couples issues
4013,purpose
4014,ddx 3x
